Ortschaftsname,PLZ,Zusatzziffer,Gemeindename,BFS-Nr,Kantonskürzel,E,N,Sprache
Menzingen,6313,0,Menzingen,1704,ZG,687297.489888673,225954.379338805,de
Menzingen,6313,0,Menzingen,1704,ZG,690825.27584943,225099.734582719,de
Edlibach,6313,2,Menzingen,1704,ZG,685868.932874109,226040.782238511,de
Finstersee,6313,3,Menzingen,1704,ZG,690307.271499867,224702.607582212,de
Neuägeri,6314,1,Menzingen,1704,ZG,685353.902758456,223080.153170208,de
Alosen,6315,2,Menzingen,1704,ZG,692259.905257866,223363.536491719,de
Menzingen,6313,0,Neuheim,1705,ZG,688572.037130255,228005.230646528,de
Baar,6340,0,Neuheim,1705,ZG,685032.477930453,227166.290183619,de
Sihlbrugg,6340,4,Neuheim,1705,ZG,686224.430679681,230250.790824555,de
Neuheim,6345,0,Neuheim,1705,ZG,686149.922455038,228912.674475471,de
Unterägeri,6314,0,Oberägeri,1706,ZG,688546.631715766,219224.408976564,de
Oberägeri,6315,0,Oberägeri,1706,ZG,689194.021321698,221067.675506773,de
Alosen,6315,2,Oberägeri,1706,ZG,690731.39284284,221777.046686955,de
Morgarten,6315,3,Oberägeri,1706,ZG,691228.366437391,217729.383624746,de
Sattel,6417,0,Oberägeri,1706,ZG,689228.350047272,217071.267825525,de
Rothenthurm,6418,0,Oberägeri,1706,ZG,693079.821995872,219599.516371594,de
Bennau,8836,0,Oberägeri,1706,ZG,694800.931094052,223361.885710367,de
Rotkreuz,6343,0,Risch,1707,ZG,675168.043047252,221442.408804632,de
Buonas,6343,2,Risch,1707,ZG,677234.251248183,221618.971163546,de
Risch,6343,3,Risch,1707,ZG,678004.694969699,220841.613881518,de
Holzhäusern ZG,6343,4,Risch,1707,ZG,675997.41164084,223042.45331751,de
Steinhausen,6312,0,Steinhausen,1708,ZG,679303.211595941,227758.500442595,de
Cham,6330,0,Steinhausen,1708,ZG,678613.499819351,228911.716937881,de
Unterägeri,6314,0,Unterägeri,1709,ZG,686786.335228424,221456.485702968,de
Neuägeri,6314,1,Unterägeri,1709,ZG,685253.631792607,222988.74373661,de
Oberägeri,6315,0,Unterägeri,1709,ZG,687475.506949386,222477.492552248,de
Walchwil,6318,0,Walchwil,1710,ZG,681691.725045291,217143.536365976,de
Zug,6300,0,Zug,1711,ZG,681686.676561144,224362.514062912,de
Zugerberg,6300,5,Zug,1711,ZG,683040.990982765,221956.989768435,de
Neuägeri,6314,1,Zug,1711,ZG,684481.782565899,223060.80004515,de
Oberwil b. Zug,6317,0,Zug,1711,ZG,681038.39815804,222420.689089946,de
Walchwil,6318,0,Zug,1711,ZG,685912.820160647,215720.050096592,de
Cham,6330,0,Zug,1711,ZG,678784.380961934,226401.237837228,de
Châtillon FR,1473,2,Châtillon (FR),2008,FR,553388.962894728,187063.610320504,fr
Cugy FR,1482,0,Cugy (FR),2011,FR,558364.722681503,185003.44108672,fr
Vesin,1483,3,Cugy (FR),2011,FR,556808.688481387,184211.692994428,fr
Fétigny,1532,0,Fétigny,2016,FR,560060.385898553,183014.782160714,fr
Gletterens,1544,0,Gletterens,2022,FR,561785.52678264,193913.205437366,fr
Estavayer-le-Lac,1470,0,Lully (FR),2025,FR,555001.179093528,187631.141937768,fr
Lully FR,1470,2,Lully (FR),2025,FR,554945.169012249,187263.47139903,fr
Seiry,1470,3,Lully (FR),2025,FR,553706.290690688,184727.066979373,fr
Bollion,1470,4,Lully (FR),2025,FR,553338.687191614,185285.11432636,fr
Ménières,1533,0,Ménières,2027,FR,557452.174110818,181593.774629026,fr
Corcelles-près-Payerne,1562,0,Montagny (FR),2029,FR,563900.712155988,186342.37047525,fr
Cousset,1774,0,Montagny (FR),2029,FR,564342.446284944,186283.462373532,fr
Cousset,1774,0,Montagny (FR),2029,FR,564845.224286681,185369.189233019,fr
Montagny-les-Monts,1774,2,Montagny (FR),2029,FR,565910.749703371,184467.451567896,fr
Mannens,1775,2,Montagny (FR),2029,FR,564230.775124835,182485.094489271,fr
Grandsivaz,1775,3,Montagny (FR),2029,FR,565039.764776252,181680.502589014,fr
Montagny-la-Ville,1776,0,Montagny (FR),2029,FR,566177.543445872,185245.691642359,fr
Nuvilly,1485,0,Nuvilly,2035,FR,553572.170172727,181611.759425123,fr
Prévondavaux,1410,4,Prévondavaux,2038,FR,550667.244308259,175332.962195229,fr
St-Aubin FR,1566,0,Saint-Aubin (FR),2041,FR,565073.858883557,193326.562541622,fr
Les Friques,1566,2,Saint-Aubin (FR),2041,FR,565667.493855457,194790.41490498,fr
Sévaz,1541,3,Sévaz,2043,FR,557041.896871786,187693.601880713,fr
Seigneux,1525,2,Surpierre,2044,FR,556014.840695019,175387.042359845,fr
Villeneuve FR,1527,0,Surpierre,2044,FR,556439.451234055,177355.26394626,fr
Surpierre,1528,0,Surpierre,2044,FR,555883.742265663,177251.116024199,fr
Praratoud,1528,2,Surpierre,2044,FR,554820.913514779,176105.48983704,fr
Cheiry,1529,0,Surpierre,2044,FR,553766.512765101,177749.746215301,fr
Chapelle (Broye),1534,2,Surpierre,2044,FR,555159.347491574,180045.287367412,fr
Vallon,1565,2,Vallon,2045,FR,563012.191343394,192743.221403526,fr
Montet (Broye),1483,0,Les Montets,2050,FR,556504.597252926,185143.827193559,fr
Frasses,1483,2,Les Montets,2050,FR,556121.319455317,186339.805327367,fr
Aumont,1484,0,Les Montets,2050,FR,554959.649727539,183505.825886969,fr
Granges-de-Vesin,1484,2,Les Montets,2050,FR,554513.792366598,184743.141802752,fr
Sassel,1534,0,Les Montets,2050,FR,556258.856796523,182115.684742042,fr
Delley,1567,0,Delley-Portalban,2051,FR,564115.568153719,195890.126089473,fr
Portalban,1568,0,Delley-Portalban,2051,FR,563196.101665043,196429.950904759,fr
Dompierre FR,1563,0,Belmont-Broye,2053,FR,565676.365819276,189199.757404997,fr
Domdidier,1564,0,Belmont-Broye,2053,FR,567725.85133469,190491.115177088,fr
Avenches,1580,0,Belmont-Broye,2053,FR,568971.567461622,191419.523979604,fr
Oleyres,1580,2,Belmont-Broye,2053,FR,569116.02576919,189861.649007456,fr
Grolley,1772,0,Belmont-Broye,2053,FR,570571.088505938,187619.234364428,fr
Léchelles,1773,0,Belmont-Broye,2053,FR,567751.367722175,186518.858723914,fr
Chandon,1773,2,Belmont-Broye,2053,FR,570211.063895232,187619.861412464,fr
Russy,1773,3,Belmont-Broye,2053,FR,566652.751762275,188055.673864049,fr
Montagny-la-Ville,1776,0,Belmont-Broye,2053,FR,566001.756259948,187035.31091222,fr
Estavayer-le-Lac,1470,0,Estavayer,2054,FR,554892.616766247,188932.356577191,fr
Font,1473,0,Estavayer,2054,FR,552808.834322246,187407.733929055,fr
Font,1473,0,Estavayer,2054,FR,554164.895732838,186203.01256736,fr
Autavaux,1475,0,Estavayer,2054,FR,557213.562838361,190605.775200605,fr
Forel FR,1475,2,Estavayer,2054,FR,558031.962273685,191750.852961539,fr
Montbrelloz,1475,3,Estavayer,2054,FR,557840.797438057,189310.157174388,fr
Vuissens,1486,0,Estavayer,2054,FR,548575.70093843,176530.541624955,fr
Murist,1489,0,Estavayer,2054,FR,551797.432013694,182335.812293696,fr
Bussy FR,1541,0,Estavayer,2054,FR,558090.409669654,187228.252418718,fr
Morens FR,1541,2,Estavayer,2054,FR,559487.067702917,188283.042047009,fr
Rueyres-les-Prés,1542,0,Estavayer,2054,FR,560200.674541706,189965.934267607,fr
Cheyres,1468,0,Cheyres-Châbles,2055,FR,550277.893071419,184994.833007513,fr
Châbles FR,1474,0,Cheyres-Châbles,2055,FR,551991.03963593,186310.309636142,fr
Auboranges,1673,3,Auboranges,2061,FR,551487.59688949,159243.059016711,fr
Billens,1681,0,Billens-Hennens,2063,FR,558804.759155363,171218.956810859,fr
Hennens,1681,2,Billens-Hennens,2063,FR,557610.900724021,170363.794012635,fr
Chapelle (Glâne),1608,4,Chapelle (Glâne),2066,FR,553682.654918114,159796.240458262,fr
Le Châtelard-près-Romont,1689,0,Le Châtelard,2067,FR,564777.162070458,169694.285792999,fr
Châtonnaye,1553,0,Châtonnaye,2068,FR,561769.086941609,178223.979772185,fr
Vulliens,1085,0,Ecublens (FR),2072,FR,551434.046132714,166077.138023871,fr
Ecublens FR,1673,4,Ecublens (FR),2072,FR,551722.750872394,162120.416871437,fr
Grangettes-près-Romont,1686,0,Grangettes,2079,FR,563737.097586855,169577.432237452,fr
Massonnens,1692,0,Massonnens,2086,FR,564419.789081674,172264.700633536,fr
Romont FR,1680,0,Mézières (FR),2087,FR,561491.809193128,171268.21474248,fr
Berlens,1680,2,Mézières (FR),2087,FR,562874.056383815,171446.21733788,fr
Mézières FR,1684,0,Mézières (FR),2087,FR,560804.131784977,169895.07712487,fr
Montet (Glâne),1674,2,Montet (Glâne),2089,FR,552176.187901246,166117.87805506,fr
Romont FR,1680,0,Romont (FR),2096,FR,560194.904035262,171708.744243312,fr
Promasens,1673,0,Rue,2097,FR,552834.716035218,161313.010638725,fr
Gillarens,1673,2,Rue,2097,FR,553113.959771215,159763.011594966,fr
Rue,1673,5,Rue,2097,FR,552792.291341518,163338.493006044,fr
Blessens,1675,2,Rue,2097,FR,553995.179187521,162344.433581445,fr
Chavannes-les-Forts,1676,0,Siviriez,2099,FR,558590.783572371,166867.453773755,fr
Prez-vers-Siviriez,1677,0,Siviriez,2099,FR,556802.731708658,165363.330802349,fr
Siviriez,1678,0,Siviriez,2099,FR,557248.380685579,167554.516398313,fr
Villaraboud,1679,0,Siviriez,2099,FR,559758.469641124,167657.846568845,fr
Romont FR,1680,0,Siviriez,2099,FR,558337.660515246,169207.655589061,fr
Ursy,1670,0,Ursy,2102,FR,553716.111493385,165105.477310512,fr
Bionnens,1670,2,Ursy,2102,FR,555343.880552775,165033.678482423,fr
Esmonts,1670,3,Ursy,2102,FR,554489.069580416,165819.424744218,fr
Vuarmarens,1674,0,Ursy,2102,FR,553168.192600031,166150.047509144,fr
Morlens,1674,3,Ursy,2102,FR,553921.37091505,167044.415261275,fr
Vauderens,1675,0,Ursy,2102,FR,554728.536141822,163726.624105733,fr
Blessens,1675,2,Ursy,2102,FR,554446.515535172,161896.815353461,fr
Mossel,1675,3,Ursy,2102,FR,555337.007291609,162296.506776822,fr
Villariaz,1685,0,Vuisternens-devant-Romont,2113,FR,561834.211169847,168298.937121214,fr
La Neirigue,1686,2,Vuisternens-devant-Romont,2113,FR,562977.004172251,170409.981579841,fr
Vuisternens-devant-Romont,1687,0,Vuisternens-devant-Romont,2113,FR,561046.965761247,167345.466473965,fr
La Magne,1687,2,Vuisternens-devant-Romont,2113,FR,561238.061663968,164926.126110529,fr
Estévenens,1687,3,Vuisternens-devant-Romont,2113,FR,563110.85463489,168761.114437226,fr
Sommentier,1688,0,Vuisternens-devant-Romont,2113,FR,559692.438918078,165367.802392937,fr
Lieffrens,1688,2,Vuisternens-devant-Romont,2113,FR,558810.750782043,165191.93902491,fr
La Joux FR,1697,0,Vuisternens-devant-Romont,2113,FR,561743.000813804,164331.209465799,fr
Les Ecasseys,1697,2,Vuisternens-devant-Romont,2113,FR,559456.504152769,163586.087070801,fr
Villaz-St-Pierre,1690,0,Villorsonnens,2114,FR,564440.270133395,174838.121110061,fr
Villarsiviriaux,1694,0,Villorsonnens,2114,FR,567352.033883103,172201.393367361,fr
Villargiroud,1694,2,Villorsonnens,2114,FR,566554.264284405,172652.468573724,fr
Orsonnens,1694,3,Villorsonnens,2114,FR,565998.128426252,174119.026336479,fr
Chavannes-sous-Orsonnens,1694,4,Villorsonnens,2114,FR,565858.494885748,175282.475433938,fr
Torny-le-Grand,1748,0,Torny,2115,FR,564094.116371718,180046.905760102,fr
Middes,1749,0,Torny,2115,FR,562626.452974135,179771.9768094,fr
Romont FR,1680,0,Villaz,2117,FR,561860.221181333,172928.344876558,fr
Villaz-St-Pierre,1690,0,Villaz,2117,FR,563173.853940672,174423.809645368,fr
Lussy FR,1690,2,Villaz,2117,FR,562191.933036485,173878.646822713,fr
Villarimboud,1691,0,Villaz,2117,FR,563637.378643555,176587.154354302,fr
Albeuve,1669,0,Haut-Intyamon,2121,FR,570635.26232161,151805.364483441,fr
Lessoc,1669,2,Haut-Intyamon,2121,FR,571128.418833395,150553.545201965,fr
Les Sciernes-d'Albeuve,1669,3,Haut-Intyamon,2121,FR,569019.673617626,149587.710921432,fr
Neirivue,1669,4,Haut-Intyamon,2121,FR,570795.679005078,152733.277321071,fr
Montbovon,1669,5,Haut-Intyamon,2121,FR,569829.880282523,148400.783651655,fr
Gumefens,1643,0,Pont-en-Ogoz,2122,FR,572317.011911753,169593.559304878,fr
Avry-devant-Pont,1644,0,Pont-en-Ogoz,2122,FR,573054.367019298,170726.023175746,fr
Le Bry,1645,0,Pont-en-Ogoz,2122,FR,572846.220788016,172583.785435325,fr
Botterens,1652,0,Botterens,2123,FR,575053.088365127,163389.639193569,fr
Villarbeney,1652,2,Botterens,2123,FR,574730.813402665,164258.809594849,fr
Broc,1636,0,Broc,2124,FR,574014.719790463,161578.427448122,fr
Châtel-sur-Montsalvens,1653,3,Broc,2124,FR,575363.959003168,162157.576697685,fr
Bulle,1630,0,Bulle,2125,FR,570880.426692586,163295.276546015,fr
La Tour-de-Trême,1635,0,Bulle,2125,FR,571469.531167021,162047.569203264,fr
Le Pâquier-Montbarry,1661,0,Bulle,2125,FR,569245.267050373,161047.775995611,fr
Châtel-sur-Montsalvens,1653,3,Châtel-sur-Montsalvens,2128,FR,576082.885831658,162531.120097228,fr
Echarlens,1646,0,Corbières,2129,FR,573360.545014564,167911.249675823,fr
Corbières,1647,0,Corbières,2129,FR,574167.427718507,167849.214912179,fr
Villarvolard,1651,0,Corbières,2129,FR,574635.509088825,166055.964413098,fr
Crésuz,1653,2,Crésuz,2130,FR,577196.906660783,163074.115459824,fr
Vuadens,1628,0,Echarlens,2131,FR,568692.934942407,164573.714450508,fr
Echarlens,1646,0,Echarlens,2131,FR,572208.154954993,166356.533122004,fr
Grandvillard,1666,0,Grandvillard,2134,FR,572923.729323761,154228.274273821,fr
La Tour-de-Trême,1635,0,Gruyères,2135,FR,566713.444846181,157476.284493453,fr
Broc,1636,0,Gruyères,2135,FR,577823.287887911,160202.806064533,fr
Le Pâquier-Montbarry,1661,0,Gruyères,2135,FR,571664.611970784,160128.286212755,fr
Gruyères,1663,0,Gruyères,2135,FR,572769.393271503,159202.395052242,fr
Pringy,1663,2,Gruyères,2135,FR,571903.66328622,158652.145522531,fr
Epagny,1663,3,Gruyères,2135,FR,572935.182719286,159710.67529626,fr
Moléson-sur-Gruyères,1663,4,Gruyères,2135,FR,569229.669646368,156824.979137124,fr
La Roche FR,1634,0,Hauteville,2137,FR,577194.883244859,169536.591711542,fr
Corbières,1647,0,Hauteville,2137,FR,575824.395310134,168000.829239667,fr
Hauteville,1648,0,Hauteville,2137,FR,574338.461284252,168912.87566455,fr
Jaun,1656,0,Jaun,2138,FR,587432.597306651,162250.038908841,de
Im Fang,1656,1,Jaun,2138,FR,584493.705308132,160777.122583623,de
Schwarzsee,1716,3,Jaun,2138,FR,588862.587759686,166654.436292042,de
Marsens,1633,0,Marsens,2140,FR,571160.005687516,167239.274529298,fr
Vuippens,1633,2,Marsens,2140,FR,572009.702434447,167578.45715617,fr
Morlon,1638,0,Morlon,2143,FR,573129.301467599,164135.864968406,fr
La Tour-de-Trême,1635,0,Le Pâquier (FR),2145,FR,569330.578647053,161699.745122151,fr
Le Pâquier-Montbarry,1661,0,Le Pâquier (FR),2145,FR,570589.887643827,160422.892752109,fr
Pont-la-Ville,1649,0,Pont-la-Ville,2147,FR,574945.703101105,172151.545754905,fr
Vuadens,1628,0,Riaz,2148,FR,568123.938282286,164426.557265723,fr
Riaz,1632,0,Riaz,2148,FR,571099.360684752,165654.019341899,fr
La Roche FR,1634,0,La Roche,2149,FR,577001.882145638,171727.486091956,fr
Treyvaux,1733,0,La Roche,2149,FR,576252.253173202,173781.644647807,fr
Sâles (Gruyère),1625,0,Sâles,2152,FR,564355.936406348,165035.838014526,fr
Maules,1625,2,Sâles,2152,FR,565748.608767981,165367.53070229,fr
Romanens,1626,0,Sâles,2152,FR,564169.798133554,166720.477012373,fr
Treyfayes,1626,2,Sâles,2152,FR,562842.266646852,167102.708389321,fr
Rueyres-Treyfayes,1626,3,Sâles,2152,FR,563266.012184225,166493.962043394,fr
Vaulruz,1627,0,Sâles,2152,FR,563161.306712468,161720.839699543,fr
Sorens,1642,0,Sorens,2153,FR,571047.020284937,168702.475756202,fr
Vaulruz,1627,0,Vaulruz,2155,FR,565881.313409504,163715.973820428,fr
Vuadens,1628,0,Vaulruz,2155,FR,564661.897210804,160309.560663416,fr
Bulle,1630,0,Vaulruz,2155,FR,565455.718229289,158875.578679933,fr
Vuadens,1628,0,Vuadens,2160,FR,567867.006384825,162887.194436844,fr
Bulle,1630,0,Vuadens,2160,FR,565843.972771686,159413.930785517,fr
Moléson-sur-Gruyères,1663,4,Bas-Intyamon,2162,FR,569752.960940129,156315.797792592,fr
Estavannens,1665,0,Bas-Intyamon,2162,FR,574166.552202881,157223.067564309,fr
Villars-sous-Mont,1666,2,Bas-Intyamon,2162,FR,571681.650300503,154363.798894332,fr
Enney,1667,0,Bas-Intyamon,2162,FR,572777.925932957,157282.685627165,fr
Charmey (Gruyère),1637,0,Val-de-Charmey,2163,FR,578878.705809484,163149.905804635,fr
Cerniat FR,1654,0,Val-de-Charmey,2163,FR,578415.546021854,164638.493668989,fr
Schwarzsee,1716,3,Val-de-Charmey,2163,FR,586293.903025565,166060.962243209,de
Autigny,1742,0,Autigny,2173,FR,568048.08323236,176229.879364703,fr
Lentigny,1745,0,Autigny,2173,FR,566985.768453889,177991.260274771,fr
Corjolens,1754,2,Avry,2174,FR,569983.041960546,181682.779615899,fr
Avry-sur-Matran,1754,4,Avry,2174,FR,571903.138723915,181919.154286771,fr
Chésopelloz,1720,2,Belfaux,2175,FR,571816.029107106,184213.683449256,fr
Belfaux,1782,0,Belfaux,2175,FR,574689.105848952,185748.356427398,fr
Autafond,1782,2,Belfaux,2175,FR,572466.382440596,184781.666062414,fr
Chénens,1744,0,Chénens,2177,FR,566665.368300331,176590.574018938,fr
Corminboeuf,1720,0,Corminboeuf,2183,FR,574330.265549921,184180.807210251,fr
Chésopelloz,1720,2,Corminboeuf,2183,FR,572490.442785387,184060.367627291,fr
Matran,1753,0,Corminboeuf,2183,FR,573315.600293858,182473.857551661,fr
Cottens FR,1741,0,Cottens (FR),2186,FR,569005.866800187,177796.349377835,fr
Ferpicloz,1724,3,Ferpicloz,2194,FR,579055.953409964,177449.26195087,fr
Fribourg,1700,0,Fribourg,2196,FR,578944.970360428,183928.905173067,fr
Bourguillon,1722,0,Fribourg,2196,FR,580023.630186419,183236.811722033,fr
Givisiez,1762,0,Givisiez,2197,FR,576183.653076781,184608.635342803,fr
Granges-Paccot,1763,0,Granges-Paccot,2198,FR,577327.853093248,186036.45780093,fr
Grolley,1772,0,Grolley,2200,FR,571964.112983544,187014.150655426,fr
Marly,1723,0,Marly,2206,FR,578636.972182265,180453.273119812,fr
Posieux,1725,0,Marly,2206,FR,576196.974483809,179848.637032748,fr
Matran,1753,0,Matran,2208,FR,573859.539824143,181754.145944848,fr
Neyruz FR,1740,0,Neyruz (FR),2211,FR,571475.682745791,179703.267188305,fr
Pierrafortscha,1723,4,Pierrafortscha,2216,FR,580682.167868867,181785.882426306,fr
Nierlet-les-Bois,1772,1,Ponthaux,2217,FR,570940.896128973,185319.41329128,fr
Ponthaux,1772,2,Ponthaux,2217,FR,569584.912624362,185013.323140927,fr
Le Mouret,1724,0,Le Mouret,2220,FR,580068.110515318,177799.426893027,fr
Essert FR,1724,2,Le Mouret,2220,FR,579047.681963954,176353.115069318,fr
Montévraz,1724,4,Le Mouret,2220,FR,579915.933888988,175044.805649867,fr
Oberried FR,1724,5,Le Mouret,2220,FR,580917.001230183,176069.618296491,fr
Zénauva,1724,7,Le Mouret,2220,FR,580384.265037668,176008.162879184,fr
Bonnefontaine,1724,8,Le Mouret,2220,FR,581800.230856942,176593.554251005,fr
Tentlingen,1734,0,Le Mouret,2220,FR,581280.235366045,178014.487433167,de
Essert FR,1724,2,Treyvaux,2226,FR,578703.183684549,175378.439132306,fr
Senèdes,1724,6,Treyvaux,2226,FR,577677.704607826,176508.540435858,fr
Treyvaux,1733,0,Treyvaux,2226,FR,576986.224174506,175301.747809844,fr
Villars-sur-Glâne,1752,0,Villars-sur-Glâne,2228,FR,575369.357867467,182258.490535083,fr
Villarsel-sur-Marly,1723,3,Villarsel-sur-Marly,2230,FR,579706.329690245,178840.501892823,fr
Le Mouret,1724,0,Villarsel-sur-Marly,2230,FR,580768.23556649,178746.288684789,fr
Posieux,1725,0,Hauterive (FR),2233,FR,573746.11402806,179073.679207365,fr
Ecuvillens,1730,0,Hauterive (FR),2233,FR,573124.879375544,178604.950046714,fr
Lentigny,1745,0,La Brillaz,2234,FR,566731.238031958,178858.75127288,fr
Corjolens,1754,2,La Brillaz,2234,FR,569201.501796838,181428.980145187,fr
Onnens FR,1756,0,La Brillaz,2234,FR,569511.372461253,180595.630549088,fr
Lovens,1756,2,La Brillaz,2234,FR,568032.154043006,180274.490866196,fr
Lossy,1782,3,La Sonnaz,2235,FR,575014.44776783,186935.653902702,fr
La Corbaz,1782,4,La Sonnaz,2235,FR,575310.567284964,187618.155152442,fr
Cormagens,1782,5,La Sonnaz,2235,FR,576841.72111885,187074.260484116,fr
Formangueires,1782,6,La Sonnaz,2235,FR,575481.221119404,186304.681187193,fr
Villarlod,1695,0,Gibloux,2236,FR,568197.351067946,172748.963855633,fr
Rueyres-St-Laurent,1695,2,Gibloux,2236,FR,568960.572970418,174109.632814117,fr
Estavayer-le-Gibloux,1695,3,Gibloux,2236,FR,568389.928883454,174613.998032189,fr
Villarsel-le-Gibloux,1695,4,Gibloux,2236,FR,567781.387065065,173739.946348253,fr
Vuisternens-en-Ogoz,1696,0,Gibloux,2236,FR,570517.714695724,173027.512396079,fr
Farvagny-le-Grand,1726,0,Gibloux,2236,FR,571524.474672071,174590.468426734,fr
Farvagny-le-Petit,1726,2,Gibloux,2236,FR,572026.875345409,175319.10969408,fr
Grenilles,1726,3,Gibloux,2236,FR,570132.272656979,175216.784790583,fr
Posat,1726,4,Gibloux,2236,FR,570893.543715018,176380.314211949,fr
Corpataux,1727,0,Gibloux,2236,FR,573960.588148351,177059.651964801,fr
Magnedens,1727,2,Gibloux,2236,FR,572689.749375851,176827.235901209,fr
Rossens FR,1728,0,Gibloux,2236,FR,574166.642191469,174364.767967811,fr
Prez-vers-Noréaz,1746,0,Prez,2237,FR,567657.287882321,181682.651084316,fr
Corserey,1747,0,Prez,2237,FR,565957.061211953,180359.664308346,fr
Corjolens,1754,2,Prez,2237,FR,568937.250020093,181496.173021776,fr
Noréaz,1757,0,Prez,2237,FR,568632.235703435,183590.576650004,fr
Senèdes,1724,6,Bois-d'Amont,2238,FR,577380.130157465,176843.400018996,fr
Posieux,1725,0,Bois-d'Amont,2238,FR,575839.538986768,179838.882618685,fr
Ependes FR,1731,0,Bois-d'Amont,2238,FR,577664.391508032,178189.149400465,fr
Arconciel,1732,0,Bois-d'Amont,2238,FR,575883.774012972,177346.758785255,fr
Courgevaux,1796,0,Courgevaux,2250,FR,575116.939152809,195188.418481675,de
